"word","LikeCount","Recent","Topic"
"2720","seek","Low Popularity","Low Priority","Review"
"2721","viewsn","Low Popularity","Low Priority","Review"
"2722","subscribes","Low Popularity","Low Priority","Review"
"2723","bitch","Low Popularity","Low Priority","Review"
"2724","dolan","Low Popularity","Low Priority","Review"
"2725","twin","Low Popularity","Low Priority","Review"
"2726","merch","Low Popularity","Low Priority","Review"
"2727","jonas","Low Popularity","Low Priority","Review"
"2728","brothers","Low Popularity","Low Priority","Review"
"2729","merch","Low Popularity","Low Priority","Review"
"2730","jeffree","Low Popularity","Low Priority","Review"
"2731","star","Low Popularity","Low Priority","Review"
"2732","merch","Low Popularity","Low Priority","Review"
"2733","review","High Popularity","Low Priority","Review"
"2734","guys","High Popularity","Low Priority","Review"
"2735","merch","High Popularity","Low Priority","Review"
"2736","kathleenlights","Low Popularity","Low Priority","Review"
"2737","lightslabel","Low Popularity","Low Priority","Review"
"2738","love","Low Popularity","Low Priority","Review"
"2739","video","Low Popularity","Low Priority","Review"
"2740","thinking","Low Popularity","Low Priority","Review"
"2741","buying","Low Popularity","Low Priority","Review"
"2742","merch","Low Popularity","Low Priority","Review"
"2743","ilysm","Low Popularity","Low Priority","Review"
"2744","sierra","Low Popularity","Low Priority","Review"
"2745","blue","Low Popularity","Low Priority","Review"
"2746","vlog","Low Popularity","Low Priority","Review"
"2747","squad","Low Popularity","Low Priority","Review"
"2748","hood","Low Popularity","Low Priority","Review"
"2749","crop","Low Popularity","Low Priority","Review"
"2750","hoodie","Low Popularity","Low Priority","Review"
"2751","lilly","Low Popularity","Low Priority","Review"
"2752","signh","Low Popularity","Low Priority","Review"
"2753","intro","Low Popularity","Low Priority","Review"
"2754","brand","Low Popularity","Low Priority","Review"
"2755","david","Low Popularity","Low Priority","Review"
"2756","review","Low Popularity","Low Priority","Review"
"2757","dolan","Low Popularity","Low Priority","Review"
"2758","twins","Low Popularity","Low Priority","Review"
"2759","merch","Low Popularity","Low Priority","Review"
"2760","cropped","High Popularity","Low Priority","Review"
"2761","hoodie","High Popularity","Low Priority","Review"
"2762","jeans","High Popularity","Low Priority","Review"
"2763","cute","High Popularity","Low Priority","Review"
"2764","neon","High Popularity","Low Priority","Review"
"2765","yellow","High Popularity","Low Priority","Review"
"2766","huge","High Popularity","Low Priority","Review"
"2767","vlog","High Popularity","Low Priority","Review"
"2768","squad","High Popularity","Low Priority","Review"
"2769","merch","High Popularity","Low Priority","Review"
"2770","aesthetic","High Popularity","Low Priority","Review"
"2771","rogue","Low Popularity","Low Priority","Review"
"2772","rockets","Low Popularity","Low Priority","Review"
"2773","merch","Low Popularity","Low Priority","Review"
"2774","defrancofans","Low Popularity","Low Priority","Review"
"2775","love","High Popularity","Low Priority","Review"
"2776","merch","High Popularity","Low Priority","Review"
"2777","reviews","High Popularity","Low Priority","Review"
"2778","tana","High Popularity","Low Priority","Review"
"2779","mongeau","High Popularity","Low Priority","Review"
"2780","rosie","High Popularity","Low Priority","Review"
"2781","daze","High Popularity","Low Priority","Review"
"2782","casey","High Popularity","Low Priority","Review"
"2783","holmes","High Popularity","Low Priority","Review"
"2784","boutique","High Popularity","Low Priority","Review"
"2785","merch","High Popularity","Low Priority","Review"
"2786","love","High Popularity","Low Priority","Review"
"2787","review","High Popularity","Low Priority","Review"
"2788","kristin","Low Popularity","Low Priority","Review"
"2789","johns","Low Popularity","Low Priority","Review"
"2790","merch","Low Popularity","Low Priority","Review"
"2791","happy","Low Popularity","Low Priority","Review"
"2792","review","Low Popularity","Low Priority","Review"
"2793","cimorelli","Low Popularity","Low Priority","Review"
"2794","merch","Low Popularity","Low Priority","Review"
"2795","watching","Low Popularity","Low Priority","Review"
"2796","realized","Low Popularity","Low Priority","Review"
"2797","wasn","Low Popularity","Low Priority","Review"
"2798","subscribed","Low Popularity","Low Priority","Review"
"2799","finally","Low Popularity","Low Priority","Review"
"2800","subbed","Low Popularity","Low Priority","Review"
"2801","video","Low Popularity","Low Priority","Review"
"2802","create","Low Popularity","Low Priority","Review"
"2803","outfit","Low Popularity","Low Priority","Review"
"2804","fits","Low Popularity","Low Priority","Review"
"2805","style","Low Popularity","Low Priority","Review"
"2806","shopping","Low Popularity","Low Priority","Review"
"2807","section","Low Popularity","Low Priority","Review"
"2808","newish","Low Popularity","Low Priority","Review"
"2809","curvy","High Popularity","Low Priority","Review"
"2810","girl","High Popularity","Low Priority","Review"
"2811","love","High Popularity","Low Priority","Review"
"2812","safiya","High Popularity","Low Priority","Review"
"2813","nygaard","High Popularity","Low Priority","Review"
"2814","clothing","High Popularity","Low Priority","Review"
"2815","line","High Popularity","Low Priority","Review"
"2816","wear","High Popularity","Low Priority","Review"
"2817","loved","Low Popularity","Low Priority","Review"
"2818","future","Low Popularity","Low Priority","Review"
"2819","review","Low Popularity","Low Priority","Review"
"2820","youtuber","Low Popularity","Low Priority","Review"
"2821","merch","Low Popularity","Low Priority","Review"
"2822","sierra","High Popularity","Low Priority","Review"
"2823","wondering","High Popularity","Low Priority","Review"
"2824","jeffree","High Popularity","Low Priority","Review"
"2825","stars","High Popularity","Low Priority","Review"
"2826","merch","High Popularity","Low Priority","Review"
"2827","stuff","High Popularity","Low Priority","Review"
"2828","comfortable","High Popularity","Low Priority","Review"
"2829","quality","High Popularity","Low Priority","Review"
"2830","wear","Low Popularity","Low Priority","Review"
"2831","cropped","Low Popularity","Low Priority","Review"
"2832","sweater","Low Popularity","Low Priority","Review"
"2833","haha","Low Popularity","Low Priority","Review"
"2834","rude","Low Popularity","Low Priority","Review"
"2835","kinda","Low Popularity","Low Priority","Review"
"2836","preggo","Low Popularity","Low Priority","Review"
"2837","19you","Low Popularity","Low Priority","Review"
"2838","beautiful","Low Popularity","Low Priority","Review"
"2839","body","Low Popularity","Low Priority","Review"
"2840","honestly","Low Popularity","Low Priority","Review"
"2841","noticed","Low Popularity","Low Priority","Review"
"2842","thick","Low Popularity","Low Priority","Review"
"2843","tummy","Low Popularity","Low Priority","Review"
"2844","bloated","Low Popularity","Low Priority","Review"
"2845","watch","Low Popularity","Low Priority","Review"
"2846","vlog","Low Popularity","Low Priority","Review"
"2847","squad","Low Popularity","Low Priority","Review"
"2848","merch","Low Popularity","Low Priority","Review"
"2849","obnoxious","Low Popularity","Low Priority","Review"
"2850","ugly","Low Popularity","Low Priority","Review"
"2851","offence","Low Popularity","Low Priority","Review"
"2852","likes","Low Popularity","Low Priority","Review"
"2853","personally","Low Popularity","Low Priority","Review"
"2854","style","Low Popularity","Low Priority","Review"
"2855","watching","Low Popularity","Low Priority","Review"
"2856","sierra","Low Popularity","Low Priority","Review"
"2857","intro","Low Popularity","Low Priority","Review"
"2858","review","High Popularity","Low Priority","Review"
"2859","blair","High Popularity","Low Priority","Review"
"2860","walnuts","High Popularity","Low Priority","Review"
"2861","merch","High Popularity","Low Priority","Review"
"2862","meant","High Popularity","Low Priority","Review"
"2863","rude","High Popularity","Low Priority","Review"
"2864","trisha","High Popularity","Low Priority","Review"
"2865","quot","High Popularity","Low Priority","Review"
"2866","sports","High Popularity","Low Priority","Review"
"2867","bigger","High Popularity","Low Priority","Review"
"2868","sizes","High Popularity","Low Priority","Review"
"2869","sold","High Popularity","Low Priority","Review"
"2870","wondering","Low Popularity","Low Priority","Review"
"2871","site","Low Popularity","Low Priority","Review"
"2872","sites","Low Popularity","Low Priority","Review"
"2873","mixing","Low Popularity","Low Priority","Review"
"2874","sizing","Low Popularity","Low Priority","Review"
"2875","xxxl","Low Popularity","Low Priority","Review"
"2876","equal","Low Popularity","Low Priority","Review"
"2877","jumps","Low Popularity","Low Priority","Review"
"2878","junior","Low Popularity","Low Priority","Review"
"2879","sense","Low Popularity","Low Priority","Review"
"2880","time","Medium Popularity","Low Priority","Review"
"2881","beast","Medium Popularity","Low Priority","Review"
"2882","kardashian","High Popularity","Low Priority","Review"
"2883","makeup","High Popularity","Low Priority","Review"
"2884","lines","High Popularity","Low Priority","Review"
"2885","worth","High Popularity","Low Priority","Review"
"2886","recreate","High Popularity","Low Priority","Review"
"2887","love","Low Popularity","Low Priority","Review"
"2888","david","Low Popularity","Low Priority","Review"
"2889","dobrik","Low Popularity","Low Priority","Review"
"2890","hope","Low Popularity","Low Priority","Review"
"2891","merch","Low Popularity","Low Priority","Review"
"2892","review","Low Popularity","Low Priority","Review"
"2893","zulilly","Low Popularity","Low Priority","Review"
"2894","love","Low Popularity","Low Priority","Review"
"2895","reviews","Low Popularity","Low Priority","Review"
"2896","honestly","Low Popularity","Low Priority","Review"
"2897","wouldn","Low Popularity","Low Priority","Review"
"2898","merch","Low Popularity","Low Priority","Review"
"2899","sierra","Low Popularity","Low Priority","Review"
"2900","approved","Low Popularity","Low Priority","Review"
"2901","brutally","Low Popularity","Low Priority","Review"
"2902","honest","Low Popularity","Low Priority","Review"
"2903","review","Low Popularity","Low Priority","Review"
"2904","haley","Low Popularity","Low Priority","Review"
"2905","pham","Low Popularity","Low Priority","Review"
"2906","review","High Popularity","Low Priority","Review"
"2907","jojo","High Popularity","Low Priority","Review"
"2908","fletcher","High Popularity","Low Priority","Review"
"2909","clothing","High Popularity","Low Priority","Review"
"2910","line","High Popularity","Low Priority","Review"
"2911","bachelor","High Popularity","Low Priority","Review"
"2912","youtube","High Popularity","Low Priority","Review"
"2913","channel","High Popularity","Low Priority","Review"
"2914","fiance","High Popularity","Low Priority","Review"
"2915","casey","High Popularity","Low Priority","Review"
"2916","holmes","High Popularity","Low Priority","Review"
"2917","boutique","High Popularity","Low Priority","Review"
"2918","smile","Low Popularity","Low Priority","Review"
"2919","roman","Low Popularity","Low Priority","Review"
"2920","atwood","Low Popularity","Low Priority","Review"
"2921","love","Low Popularity","Low Priority","Review"
"2922","creative","Low Popularity","Low Priority","Review"
"2923","ahhh","Low Popularity","Low Priority","Review"
"2924","happy","Low Popularity","Low Priority","Review"
"2925","merch","Low Popularity","Low Priority","Review"
"2926","sweaters","Low Popularity","Low Priority","Review"
"2927","favorite","Low Popularity","Low Priority","Review"
"2928","familiar","High Popularity","Low Priority","Review"
"2929","lilly","High Popularity","Low Priority","Review"
"2930","singh","High Popularity","Low Priority","Review"
"2931","iisuperwomanii","High Popularity","Low Priority","Review"
"2932","waiting","Low Popularity","Low Priority","Review"
"2933","recreating","Low Popularity","Low Priority","Review"
